longitude,latitude,value
74.02227492832603,31.69996885576986,0
74.05312221964432,31.69996885576986,0
74.08396951096262,31.69996885576986,0
74.11481680228091,31.69996885576986,0
74.14566409359921,31.69996885576986,0
74.17651138491752,31.69996885576986,0
74.20735867623581,31.69996885576986,0
74.23820596755411,31.69996885576986,0
74.2690532588724,31.69996885576986,0
74.2999005501907,31.69996885576986,0
74.33074784150901,31.69996885576986,0
74.3615951328273,31.69996885576986,0
74.3924424241456,31.69996885576986,0
74.4232897154639,31.69996885576986,0
74.45413700678219,31.69996885576986,0
74.48498429810049,31.69996885576986,255
74.5158315894188,31.69996885576986,0
74.54667888073709,31.69996885576986,0
74.57752617205539,31.69996885576986,0
74.60837346337368,31.69996885576986,0
74.63922075469198,31.69996885576986,0
74.02227492832603,31.672960454178078,0
74.05312221964432,31.672960454178078,0
74.08396951096262,31.672960454178078,0
74.11481680228091,31.672960454178078,0
74.14566409359921,31.672960454178078,0
74.17651138491752,31.672960454178078,0
74.20735867623581,31.672960454178078,0
74.23820596755411,31.672960454178078,0
74.2690532588724,31.672960454178078,0
74.2999005501907,31.672960454178078,0
74.33074784150901,31.672960454178078,0
74.3615951328273,31.672960454178078,0
74.3924424241456,31.672960454178078,0
74.4232897154639,31.672960454178078,0
74.45413700678219,31.672960454178078,128
74.48498429810049,31.672960454178078,255
74.5158315894188,31.672960454178078,255
74.54667888073709,31.672960454178078,0
74.57752617205539,31.672960454178078,0
74.60837346337368,31.672960454178078,0
74.63922075469198,31.672960454178078,0
74.02227492832603,31.645952052586296,0
74.05312221964432,31.645952052586296,0
74.08396951096262,31.645952052586296,0
74.11481680228091,31.645952052586296,0
74.14566409359921,31.645952052586296,0
74.17651138491752,31.645952052586296,0
74.20735867623581,31.645952052586296,0
74.23820596755411,31.645952052586296,0
74.2690532588724,31.645952052586296,0
74.2999005501907,31.645952052586296,255
74.33074784150901,31.645952052586296,255
74.3615951328273,31.645952052586296,255
74.3924424241456,31.645952052586296,182
74.4232897154639,31.645952052586296,88
74.45413700678219,31.645952052586296,107
74.48498429810049,31.645952052586296,107
74.5158315894188,31.645952052586296,255
74.54667888073709,31.645952052586296,0
74.57752617205539,31.645952052586296,0
74.60837346337368,31.645952052586296,0
74.63922075469198,31.645952052586296,0
74.02227492832603,31.618943650994513,0
74.05312221964432,31.618943650994513,0
74.08396951096262,31.618943650994513,0
74.11481680228091,31.618943650994513,0
74.14566409359921,31.618943650994513,0
74.17651138491752,31.618943650994513,0
74.20735867623581,31.618943650994513,0
74.23820596755411,31.618943650994513,0
74.2690532588724,31.618943650994513,255
74.2999005501907,31.618943650994513,255
74.33074784150901,31.618943650994513,255
74.3615951328273,31.618943650994513,255
74.3924424241456,31.618943650994513,182
74.4232897154639,31.618943650994513,88
74.45413700678219,31.618943650994513,88
74.48498429810049,31.618943650994513,0
74.5158315894188,31.618943650994513,113
74.54667888073709,31.618943650994513,0
74.57752617205539,31.618943650994513,0
74.60837346337368,31.618943650994513,0
74.63922075469198,31.618943650994513,0
74.02227492832603,31.59193524940273,0
74.05312221964432,31.59193524940273,0
74.08396951096262,31.59193524940273,0
74.11481680228091,31.59193524940273,0
74.14566409359921,31.59193524940273,0
74.17651138491752,31.59193524940273,0
74.20735867623581,31.59193524940273,0
74.23820596755411,31.59193524940273,0
74.2690532588724,31.59193524940273,255
74.2999005501907,31.59193524940273,255
74.33074784150901,31.59193524940273,255
74.3615951328273,31.59193524940273,255
74.3924424241456,31.59193524940273,243
74.4232897154639,31.59193524940273,243
74.45413700678219,31.59193524940273,59
74.48498429810049,31.59193524940273,0
74.5158315894188,31.59193524940273,113
74.54667888073709,31.59193524940273,0
74.57752617205539,31.59193524940273,0
74.60837346337368,31.59193524940273,0
74.63922075469198,31.59193524940273,0
74.02227492832603,31.56492684781095,0
74.05312221964432,31.56492684781095,0
74.08396951096262,31.56492684781095,0
74.11481680228091,31.56492684781095,0
74.14566409359921,31.56492684781095,0
74.17651138491752,31.56492684781095,0
74.20735867623581,31.56492684781095,0
74.23820596755411,31.56492684781095,0
74.2690532588724,31.56492684781095,129
74.2999005501907,31.56492684781095,129
74.33074784150901,31.56492684781095,129
74.3615951328273,31.56492684781095,255
74.3924424241456,31.56492684781095,255
74.4232897154639,31.56492684781095,243
74.45413700678219,31.56492684781095,59
74.48498429810049,31.56492684781095,0
74.5158315894188,31.56492684781095,11
74.54667888073709,31.56492684781095,11
74.57752617205539,31.56492684781095,52
74.60837346337368,31.56492684781095,0
74.63922075469198,31.56492684781095,0
74.02227492832603,31.537918446219166,0
74.05312221964432,31.537918446219166,0
74.08396951096262,31.537918446219166,0
74.11481680228091,31.537918446219166,0
74.14566409359921,31.537918446219166,0
74.17651138491752,31.537918446219166,0
74.20735867623581,31.537918446219166,0
74.23820596755411,31.537918446219166,255
74.2690532588724,31.537918446219166,129
74.2999005501907,31.537918446219166,129
74.33074784150901,31.537918446219166,129
74.3615951328273,31.537918446219166,255
74.3924424241456,31.537918446219166,211
74.4232897154639,31.537918446219166,156
74.45413700678219,31.537918446219166,81
74.48498429810049,31.537918446219166,0
74.5158315894188,31.537918446219166,0
74.54667888073709,31.537918446219166,11
74.57752617205539,31.537918446219166,52
74.60837346337368,31.537918446219166,14
74.63922075469198,31.537918446219166,0
74.02227492832603,31.510910044627384,0
74.05312221964432,31.510910044627384,0
74.08396951096262,31.510910044627384,0
74.11481680228091,31.510910044627384,0
74.14566409359921,31.510910044627384,0
74.17651138491752,31.510910044627384,0
74.20735867623581,31.510910044627384,129
74.23820596755411,31.510910044627384,136
74.2690532588724,31.510910044627384,129
74.2999005501907,31.510910044627384,255
74.33074784150901,31.510910044627384,255
74.3615951328273,31.510910044627384,255
74.3924424241456,31.510910044627384,211
74.4232897154639,31.510910044627384,156
74.45413700678219,31.510910044627384,81
74.48498429810049,31.510910044627384,146
74.5158315894188,31.510910044627384,0
74.54667888073709,31.510910044627384,0
74.57752617205539,31.510910044627384,0
74.60837346337368,31.510910044627384,0
74.63922075469198,31.510910044627384,0
74.02227492832603,31.4839016430356,0
74.05312221964432,31.4839016430356,0
74.08396951096262,31.4839016430356,0
74.11481680228091,31.4839016430356,0
74.14566409359921,31.4839016430356,0
74.17651138491752,31.4839016430356,0
74.20735867623581,31.4839016430356,129
74.23820596755411,31.4839016430356,136
74.2690532588724,31.4839016430356,129
74.2999005501907,31.4839016430356,255
74.33074784150901,31.4839016430356,255
74.3615951328273,31.4839016430356,237
74.3924424241456,31.4839016430356,230
74.4232897154639,31.4839016430356,155
74.45413700678219,31.4839016430356,155
74.48498429810049,31.4839016430356,146
74.5158315894188,31.4839016430356,0
74.54667888073709,31.4839016430356,0
74.57752617205539,31.4839016430356,0
74.60837346337368,31.4839016430356,0
74.63922075469198,31.4839016430356,0
74.02227492832603,31.45689324144382,0
74.05312221964432,31.45689324144382,0
74.08396951096262,31.45689324144382,0
74.11481680228091,31.45689324144382,0
74.14566409359921,31.45689324144382,0
74.17651138491752,31.45689324144382,255
74.20735867623581,31.45689324144382,129
74.23820596755411,31.45689324144382,129
74.2690532588724,31.45689324144382,250
74.2999005501907,31.45689324144382,250
74.33074784150901,31.45689324144382,255
74.3615951328273,31.45689324144382,237
74.3924424241456,31.45689324144382,230
74.4232897154639,31.45689324144382,230
74.45413700678219,31.45689324144382,137
74.48498429810049,31.45689324144382,18
74.5158315894188,31.45689324144382,83
74.54667888073709,31.45689324144382,44
74.57752617205539,31.45689324144382,44
74.60837346337368,31.45689324144382,0
74.63922075469198,31.45689324144382,28
74.02227492832603,31.429884839852036,0
74.05312221964432,31.429884839852036,0
74.08396951096262,31.429884839852036,0
74.11481680228091,31.429884839852036,255
74.14566409359921,31.429884839852036,238
74.17651138491752,31.429884839852036,255
74.20735867623581,31.429884839852036,129
74.23820596755411,31.429884839852036,129
74.2690532588724,31.429884839852036,129
74.2999005501907,31.429884839852036,250
74.33074784150901,31.429884839852036,255
74.3615951328273,31.429884839852036,132
74.3924424241456,31.429884839852036,134
74.4232897154639,31.429884839852036,134
74.45413700678219,31.429884839852036,137
74.48498429810049,31.429884839852036,18
74.5158315894188,31.429884839852036,83
74.54667888073709,31.429884839852036,83
74.57752617205539,31.429884839852036,0
74.60837346337368,31.429884839852036,0
74.63922075469198,31.429884839852036,0
74.02227492832603,31.402876438260254,0
74.05312221964432,31.402876438260254,0
74.08396951096262,31.402876438260254,255
74.11481680228091,31.402876438260254,255
74.14566409359921,31.402876438260254,238
74.17651138491752,31.402876438260254,255
74.20735867623581,31.402876438260254,255
74.23820596755411,31.402876438260254,255
74.2690532588724,31.402876438260254,255
74.2999005501907,31.402876438260254,255
74.33074784150901,31.402876438260254,255
74.3615951328273,31.402876438260254,132
74.3924424241456,31.402876438260254,132
74.4232897154639,31.402876438260254,134
74.45413700678219,31.402876438260254,24
74.48498429810049,31.402876438260254,95
74.5158315894188,31.402876438260254,95
74.54667888073709,31.402876438260254,0
74.57752617205539,31.402876438260254,0
74.60837346337368,31.402876438260254,0
74.63922075469198,31.402876438260254,0
74.02227492832603,31.37586803666847,0
74.05312221964432,31.37586803666847,0
74.08396951096262,31.37586803666847,162
74.11481680228091,31.37586803666847,248
74.14566409359921,31.37586803666847,255
74.17651138491752,31.37586803666847,255
74.20735867623581,31.37586803666847,255
74.23820596755411,31.37586803666847,255
74.2690532588724,31.37586803666847,255
74.2999005501907,31.37586803666847,255
74.33074784150901,31.37586803666847,169
74.3615951328273,31.37586803666847,169
74.3924424241456,31.37586803666847,174
74.4232897154639,31.37586803666847,172
74.45413700678219,31.37586803666847,24
74.48498429810049,31.37586803666847,24
74.5158315894188,31.37586803666847,95
74.54667888073709,31.37586803666847,0
74.57752617205539,31.37586803666847,53
74.60837346337368,31.37586803666847,0
74.63922075469198,31.37586803666847,0
74.02227492832603,31.34885963507669,255
74.05312221964432,31.34885963507669,255
74.08396951096262,31.34885963507669,162
74.11481680228091,31.34885963507669,248
74.14566409359921,31.34885963507669,255
74.17651138491752,31.34885963507669,255
74.20735867623581,31.34885963507669,63
74.23820596755411,31.34885963507669,160
74.2690532588724,31.34885963507669,173
74.2999005501907,31.34885963507669,80
74.33074784150901,31.34885963507669,80
74.3615951328273,31.34885963507669,169
74.3924424241456,31.34885963507669,174
74.4232897154639,31.34885963507669,172
74.45413700678219,31.34885963507669,123
74.48498429810049,31.34885963507669,0
74.5158315894188,31.34885963507669,0
74.54667888073709,31.34885963507669,0
74.57752617205539,31.34885963507669,0
74.60837346337368,31.34885963507669,0
74.63922075469198,31.34885963507669,0
74.02227492832603,31.321851233484907,0
74.05312221964432,31.321851233484907,255
74.08396951096262,31.321851233484907,255
74.11481680228091,31.321851233484907,255
74.14566409359921,31.321851233484907,255
74.17651138491752,31.321851233484907,255
74.20735867623581,31.321851233484907,63
74.23820596755411,31.321851233484907,160
74.2690532588724,31.321851233484907,173
74.2999005501907,31.321851233484907,131
74.33074784150901,31.321851233484907,0
74.3615951328273,31.321851233484907,47
74.3924424241456,31.321851233484907,80
74.4232897154639,31.321851233484907,154
74.45413700678219,31.321851233484907,0
74.48498429810049,31.321851233484907,0
74.5158315894188,31.321851233484907,0
74.54667888073709,31.321851233484907,0
74.57752617205539,31.321851233484907,0
74.60837346337368,31.321851233484907,0
74.63922075469198,31.321851233484907,0
74.02227492832603,31.294842831893124,0
74.05312221964432,31.294842831893124,0
74.08396951096262,31.294842831893124,255
74.11481680228091,31.294842831893124,255
74.14566409359921,31.294842831893124,255
74.17651138491752,31.294842831893124,90
74.20735867623581,31.294842831893124,61
74.23820596755411,31.294842831893124,0
74.2690532588724,31.294842831893124,0
74.2999005501907,31.294842831893124,131
74.33074784150901,31.294842831893124,0
74.3615951328273,31.294842831893124,47
74.3924424241456,31.294842831893124,0
74.4232897154639,31.294842831893124,0
74.45413700678219,31.294842831893124,0
74.48498429810049,31.294842831893124,0
74.5158315894188,31.294842831893124,0
74.54667888073709,31.294842831893124,0
74.57752617205539,31.294842831893124,0
74.60837346337368,31.294842831893124,0
74.63922075469198,31.294842831893124,0
74.02227492832603,31.267834430301342,0
74.05312221964432,31.267834430301342,0
74.08396951096262,31.267834430301342,0
74.11481680228091,31.267834430301342,0
74.14566409359921,31.267834430301342,0
74.17651138491752,31.267834430301342,0
74.20735867623581,31.267834430301342,0
74.23820596755411,31.267834430301342,61
74.2690532588724,31.267834430301342,0
74.2999005501907,31.267834430301342,0
74.33074784150901,31.267834430301342,0
74.3615951328273,31.267834430301342,0
74.3924424241456,31.267834430301342,0
74.4232897154639,31.267834430301342,0
74.45413700678219,31.267834430301342,0
74.48498429810049,31.267834430301342,0
74.5158315894188,31.267834430301342,0
74.54667888073709,31.267834430301342,0
74.57752617205539,31.267834430301342,0
74.60837346337368,31.267834430301342,0
74.63922075469198,31.267834430301342,0
